src_ip,dst_ip,rtt
192.168.182.221,192.168.182.9,0.002336
192.168.182.221,192.168.182.9,0.002043
192.168.182.221,192.168.182.9,0.183617
192.168.182.221,192.168.182.9,0.006045
192.168.182.221,192.168.182.9,0.005782
192.168.182.221,192.168.182.9,0.008617
192.168.182.221,192.168.182.9,0.007283
192.168.182.221,192.168.182.9,0.003193
192.168.182.221,192.168.182.9,0.004230
192.168.182.221,192.168.182.9,0.003910
192.168.182.221,192.168.182.9,0.006604
192.168.182.221,192.168.182.9,0.005437
192.168.182.221,192.168.182.9,0.001166
192.168.182.221,192.168.182.9,0.000893
192.168.182.221,192.168.182.9,0.222931
192.168.182.221,192.168.182.9,0.619709
192.168.182.221,192.168.182.9,0.003452
192.168.182.221,192.168.182.9,0.001425
192.168.182.221,192.168.182.9,0.067734
192.168.182.221,192.168.182.9,5.707696
192.168.182.221,192.168.182.9,0.003317
192.168.182.221,192.168.182.9,0.002679
192.168.182.221,192.168.182.9,0.729627
192.168.182.221,192.168.182.9,0.006233
192.168.182.221,192.168.182.9,0.002635
192.168.182.221,192.168.182.9,0.007749
192.168.182.221,192.168.182.9,0.002002
192.168.182.221,192.168.182.9,0.000974
192.168.182.221,192.168.182.9,0.008658
192.168.182.221,192.168.182.9,0.001775
192.168.182.221,192.168.182.9,0.001725
192.168.182.221,192.168.182.9,0.063737
192.168.182.221,192.168.182.9,0.003157
192.168.182.221,192.168.182.9,0.001514
192.168.182.221,192.168.182.9,0.418798
192.168.182.221,192.168.182.9,0.002702
192.168.182.221,192.168.182.9,0.003137
192.168.182.221,192.168.182.9,0.229555
192.168.182.221,192.168.182.9,0.004082
192.168.182.221,192.168.182.9,0.004439
192.168.182.221,192.168.182.9,0.005170
192.168.182.221,192.168.182.9,0.002104
192.168.182.221,192.168.182.9,0.003527
192.168.182.221,192.168.182.9,0.008065
192.168.182.221,192.168.182.9,0.003119
192.168.182.221,192.168.182.9,0.001602
192.168.182.221,192.168.182.9,0.003951
192.168.182.221,192.168.182.9,0.002810
192.168.182.221,192.168.182.9,0.003129
192.168.182.221,192.168.182.9,0.159119
192.168.182.221,192.168.182.9,0.264219
192.168.182.221,192.168.182.9,0.003455
192.168.182.221,192.168.182.9,0.005372
192.168.182.221,192.168.182.9,0.133446
192.168.182.221,192.168.182.9,0.004202
192.168.182.221,192.168.182.9,0.002936
192.168.182.221,192.168.182.9,0.761377
192.168.182.221,192.168.182.9,0.006270
192.168.182.221,192.168.182.9,0.003343
192.168.182.221,192.168.182.9,0.085277
192.168.182.221,192.168.182.9,0.087798
192.168.182.221,192.168.182.9,0.003724
192.168.182.221,192.168.182.9,0.004154
192.168.182.221,192.168.182.9,0.045785
192.168.182.221,192.168.182.9,0.003040
192.168.182.221,192.168.182.9,0.002433
192.168.182.221,192.168.182.9,0.004964
192.168.182.221,192.168.182.9,0.004453
192.168.182.221,192.168.182.9,0.003774
192.168.182.221,192.168.182.9,0.259087
192.168.182.221,192.168.182.9,0.004866
192.168.182.221,192.168.182.9,0.002913
192.168.182.221,192.168.182.9,0.353128
192.168.182.221,192.168.182.9,0.001782
192.168.182.221,192.168.182.9,0.001486
192.168.182.221,192.168.182.9,0.612420
192.168.182.221,192.168.182.9,0.002015
192.168.182.221,192.168.182.9,0.001293
192.168.182.221,192.168.182.9,0.029605
192.168.182.221,192.168.182.9,0.002872
192.168.182.221,192.168.182.9,0.001243
192.168.182.221,192.168.182.9,0.118757
192.168.182.221,192.168.182.9,0.128051
192.168.182.221,192.168.182.9,0.004539
192.168.182.221,192.168.182.9,0.005376
192.168.182.221,192.168.182.9,0.522933
192.168.182.221,192.168.182.9,0.002147
192.168.182.221,192.168.182.9,0.002342
192.168.182.221,192.168.182.9,0.267117
192.168.182.221,192.168.182.9,0.002371
192.168.182.221,192.168.182.9,0.001452
192.168.182.221,192.168.182.9,0.004644
192.168.182.221,192.168.182.9,0.002102
192.168.182.221,192.168.182.9,0.001673
192.168.182.221,192.168.182.9,0.095645
192.168.182.221,192.168.182.9,0.108548
192.168.182.221,192.168.182.9,0.002629
192.168.182.221,192.168.182.9,0.002017
192.168.182.221,192.168.182.9,0.002123
192.168.182.221,192.168.182.9,0.000908
192.168.182.221,192.168.182.9,0.001495
192.168.182.221,192.168.182.9,0.783461
192.168.182.221,192.168.182.9,0.001940
192.168.182.221,192.168.182.9,0.001624
192.168.182.221,192.168.182.9,0.130714
192.168.182.221,192.168.182.9,0.002631
192.168.182.221,192.168.182.9,0.003590
192.168.182.221,192.168.182.9,2.191163
192.168.182.221,192.168.182.9,0.001815
192.168.182.221,192.168.182.9,0.001664
192.168.182.221,192.168.182.9,0.088415
192.168.182.221,192.168.182.9,0.006555
192.168.182.221,192.168.182.9,0.003749
192.168.182.221,192.168.182.9,0.006982
192.168.182.221,192.168.182.9,0.005037
192.168.182.221,192.168.182.9,0.003772
192.168.182.221,192.168.182.9,0.192950
192.168.182.221,192.168.182.9,0.006686
192.168.182.221,192.168.182.9,0.003269
192.168.182.221,192.168.182.9,0.205338
192.168.182.221,192.168.182.9,0.00274
192.168.182.221,192.168.182.9,0.003046
192.168.182.221,192.168.182.9,0.095230
192.168.182.221,192.168.182.9,0.004939
192.168.182.221,192.168.182.9,0.002619
192.168.182.221,192.168.182.9,0.004621
192.168.182.221,192.168.182.9,0.007000
192.168.182.221,192.168.182.9,0.007421
192.168.182.221,192.168.182.9,0.114788
192.168.182.221,192.168.182.9,0.003707
192.168.182.221,192.168.182.9,0.001772
192.168.182.221,192.168.182.9,0.002093
192.168.182.221,192.168.182.9,0.004083
192.168.182.221,192.168.182.9,0.003866
192.168.182.221,192.168.182.9,0.362187
192.168.182.221,192.168.182.9,0.347290
192.168.182.221,192.168.182.9,0.004013
192.168.182.221,192.168.182.9,0.004160
192.168.182.221,192.168.182.9,0.058868
192.168.182.221,192.168.182.9,0.003000
192.168.182.221,192.168.182.9,0.030819
192.168.182.221,192.168.182.9,0.004755
192.168.182.221,192.168.182.9,0.005106
192.168.182.221,192.168.182.9,0.104645
192.168.182.221,192.168.182.9,0.007440
192.168.182.221,192.168.182.9,0.005678
192.168.182.221,192.168.182.9,0.009899
192.168.182.221,192.168.182.9,0.002077
192.168.182.221,192.168.182.9,0.002252
192.168.182.221,192.168.182.9,0.131070
192.168.182.221,192.168.182.9,0.000607
192.168.182.221,192.168.182.9,0.008463
192.168.182.221,192.168.182.9,0.005692
192.168.182.221,192.168.182.9,0.004096
192.168.182.221,192.168.182.9,0.030324
192.168.182.221,192.168.182.9,0.002085
192.168.182.221,192.168.182.9,0.001328
192.168.182.221,192.168.182.9,0.025654
192.168.182.221,192.168.182.9,0.003279
192.168.182.221,192.168.182.9,0.008359
192.168.182.221,192.168.182.9,0.076201
192.168.182.221,192.168.182.9,0.101780
192.168.182.221,192.168.182.9,0.005032
192.168.182.221,192.168.182.9,0.003999
192.168.182.221,192.168.182.9,0.345531
192.168.182.221,192.168.182.9,0.002838
192.168.182.221,192.168.182.9,0.004786
192.168.182.221,192.168.182.9,0.111580
192.168.182.221,192.168.182.9,0.007443
192.168.182.221,192.168.182.9,0.001356
192.168.182.221,192.168.182.9,0.039642
192.168.182.221,192.168.182.9,0.002457
192.168.182.221,192.168.182.9,0.003602
192.168.182.221,192.168.182.9,0.701497
192.168.182.221,192.168.182.9,0.004716
192.168.182.221,192.168.182.9,0.005361
192.168.182.221,192.168.182.9,0.034313
192.168.182.221,192.168.182.9,0.007411
192.168.182.221,192.168.182.9,0.002673
192.168.182.221,192.168.182.9,0.667821
192.168.182.221,192.168.182.9,1.332171
192.168.182.221,192.168.182.9,0.002620
192.168.182.221,192.168.182.9,0.001764
192.168.182.221,192.168.182.9,0.244861
192.168.182.221,192.168.182.9,0.002288
192.168.182.221,192.168.182.9,0.002527
192.168.182.221,192.168.182.9,1.467200
192.168.182.221,192.168.182.9,0.004471
192.168.182.221,192.168.182.9,0.003325
192.168.182.221,192.168.182.9,0.003068
192.168.182.221,192.168.182.9,0.001707
192.168.182.221,192.168.182.9,0.001675
192.168.182.221,192.168.182.9,0.067102
192.168.182.221,192.168.182.9,0.002274
192.168.182.221,192.168.182.9,0.002218
192.168.182.221,192.168.182.9,0.043872
192.168.182.221,192.168.182.9,0.855759
192.168.182.221,192.168.182.9,0.005536
192.168.182.221,192.168.182.9,0.001739
192.168.182.221,192.168.182.9,0.029739
192.168.182.221,192.168.182.9,0.721645
192.168.182.221,192.168.182.9,0.003593
192.168.182.221,192.168.182.9,0.006264
192.168.182.221,192.168.182.9,1.518506
192.168.182.221,192.168.182.9,0.004076
192.168.182.221,192.168.182.9,0.001039
192.168.182.221,192.168.182.9,0.091815
192.168.182.221,192.168.182.9,0.009209
192.168.182.221,192.168.182.9,0.003958
192.168.182.221,192.168.182.9,0.002550
192.168.182.221,192.168.182.9,0.102212
192.168.182.221,192.168.182.9,0.005550
192.168.182.221,192.168.182.9,0.003456
192.168.182.221,192.168.182.9,0.946223
192.168.182.221,192.168.182.9,0.002815
192.168.182.221,192.168.182.9,0.001462
192.168.182.221,192.168.182.9,4.092839
192.168.182.221,192.168.182.9,0.004003
192.168.182.221,192.168.182.9,0.004757
192.168.182.221,192.168.182.9,0.074146
192.168.182.221,192.168.182.9,2.086210
192.168.182.221,192.168.182.9,0.001894
192.168.182.221,192.168.182.9,0.001583
192.168.182.221,192.168.182.9,2.998257
192.168.182.221,192.168.182.9,0.003100
192.168.182.221,192.168.182.9,0.001565
192.168.182.221,192.168.182.9,0.388998
192.168.182.221,192.168.182.9,0.001568
192.168.182.221,192.168.182.9,0.001028
192.168.182.221,192.168.182.9,4.482059
192.168.182.221,192.168.182.9,0.003710
192.168.182.221,192.168.182.9,0.004279
192.168.182.221,192.168.182.9,0.049072
192.168.182.221,192.168.182.9,8.407803
192.168.182.221,192.168.182.9,0.003978
192.168.182.221,192.168.182.9,0.002813
192.168.182.221,192.168.182.9,0.041746
192.168.182.221,199.232.22.109,0.064037
192.168.182.221,199.232.22.109,0.000737
192.168.182.221,199.232.22.109,0.097906
192.168.182.221,199.232.22.109,0.002368
192.168.182.221,199.232.22.109,0.000315
192.168.182.221,199.232.22.109,0.000189
192.168.182.221,199.232.22.109,0.014887
192.168.182.221,199.232.22.109,0.088644
192.168.182.221,199.232.22.109,0.000667
192.168.182.221,199.232.22.109,0.018848
192.168.182.221,199.232.22.109,45.053613
192.168.182.221,20.198.119.84,0.149213
192.168.182.221,20.198.119.84,44.858058
192.168.182.221,20.198.119.84,0.308444
192.168.182.221,20.198.119.84,0.309826
192.168.182.221,20.198.119.84,0.233810
192.168.182.221,20.198.119.84,0.061198
192.168.182.221,20.198.119.84,0.272833
192.168.182.221,20.207.70.99,0.000744
192.168.182.221,20.207.70.99,0.116531
192.168.182.221,20.207.70.99,0.001309
192.168.182.221,20.207.70.99,0.002225
192.168.182.221,20.207.70.99,0.104534
192.168.182.221,20.207.70.99,0.048575
192.168.182.221,20.207.70.99,0.000710
192.168.182.221,20.207.70.99,0.105118
192.168.182.221,20.207.70.99,0.002396
192.168.182.221,20.207.70.99,0.000558
192.168.182.221,20.207.70.99,0.077105
192.168.182.221,20.207.70.99,0.065833
192.168.182.221,20.207.70.99,0.002249
192.168.182.221,20.207.70.99,0.005016
192.168.182.221,20.207.70.99,0.002819
192.168.182.221,20.207.70.99,0.037040
192.168.182.221,20.207.70.99,0.001501
192.168.182.221,20.207.70.99,0.070736
192.168.182.221,20.207.70.99,0.014303
192.168.182.221,20.207.70.99,0.002583
192.168.182.221,20.207.70.99,0.001697
192.168.182.221,20.207.70.99,0.011417
192.168.182.221,20.207.70.99,0.001259
192.168.182.221,20.207.70.99,0.000507
192.168.182.221,20.207.70.99,0.000337
192.168.182.221,20.207.70.99,0.000704
192.168.182.221,20.207.70.99,0.000387
192.168.182.221,20.207.70.99,0.086132
192.168.182.221,20.207.70.99,0.002253
192.168.182.221,20.207.70.99,0.000333
192.168.182.221,20.207.70.99,0.006091
192.168.182.221,20.207.70.99,0.003654
192.168.182.221,20.207.70.99,0.002357
192.168.182.221,20.207.70.99,0.002493
192.168.182.221,20.207.70.99,0.109572
192.168.182.221,20.207.70.99,0.016403
192.168.182.221,20.207.70.99,0.003582
192.168.182.221,20.207.70.99,0.122657
192.168.182.221,20.207.70.99,0.579065
192.168.182.221,20.207.70.99,0.311854
192.168.182.221,20.207.70.99,0.093880
192.168.182.221,20.207.70.99,0.582544
192.168.182.221,20.207.70.99,0.001780
192.168.182.221,20.207.70.99,0.118778
192.168.182.221,20.207.70.99,0.002619
192.168.182.221,20.207.70.99,0.106103
192.168.182.221,20.207.70.99,0.269081
192.168.182.221,20.207.70.99,0.018563
192.168.182.221,20.207.70.99,0.096138
192.168.182.221,20.207.70.99,0.009593
192.168.182.221,20.207.70.99,1.340748
192.168.182.221,20.207.70.99,0.324222
192.168.182.221,20.207.70.99,0.204197
192.168.182.221,20.207.70.99,0.041246
192.168.182.221,20.207.70.99,0.199431
192.168.182.221,20.207.70.99,0.050777
192.168.182.221,20.207.70.99,1.528230
192.168.182.221,20.207.70.99,0.998624
192.168.182.221,20.207.70.99,2.003692
192.168.182.221,20.207.70.99,0.192849
192.168.182.221,20.207.70.99,0.117797
192.168.182.221,20.207.70.99,0.152814
192.168.182.221,20.207.70.99,0.15789
192.168.182.221,20.207.70.99,1.371947
192.168.182.221,20.207.70.99,0.303039
192.168.182.221,20.207.70.99,2.703373
192.168.182.221,20.207.70.99,0.307923
192.168.182.221,20.207.70.99,0.144662
192.168.182.221,20.207.70.99,1.548794
192.168.182.221,20.207.70.99,2.987152
192.168.182.221,20.207.70.99,0.418092
192.168.182.221,20.207.70.99,0.017271
192.168.182.221,20.207.70.99,1.569701
192.168.182.221,20.207.70.99,3.001016
192.168.182.221,20.207.70.99,0.230898
192.168.182.221,20.207.70.99,0.188619
192.168.182.221,20.207.70.99,1.575117
192.168.182.221,20.207.70.99,0.366407
192.168.182.221,20.207.70.99,1.014138
192.168.182.221,20.207.70.99,1.629275
192.168.182.221,20.207.70.99,0.176762
192.168.182.221,20.207.70.99,0.297009
192.168.182.221,20.207.70.99,1.518657
192.168.182.221,20.207.70.99,2.997536
192.168.182.221,20.207.70.99,0.232557
192.168.182.221,20.207.70.99,0.242336
192.168.182.221,20.207.70.99,1.537609
192.168.182.221,20.207.70.99,2.998675
192.168.182.221,20.207.70.99,0.275258
192.168.182.221,20.207.70.99,0.324616
192.168.182.221,20.207.70.99,1.392316
192.168.182.221,20.207.70.99,0.915412
192.168.182.221,20.207.70.99,2.088070
192.168.182.221,20.207.70.99,0.179089
192.168.182.221,20.207.70.99,0.046151
192.168.182.221,20.207.70.99,0.092414
192.168.182.221,20.207.70.99,0.370491
192.168.182.221,20.207.70.99,0.320917
192.168.182.221,20.207.70.99,0.116019
192.168.182.221,20.207.70.99,0.875064
192.168.182.221,20.207.70.99,0.321027
192.168.182.221,20.207.70.99,2.692672
192.168.182.221,20.207.70.99,0.361355
192.168.182.221,20.207.70.99,0.849444
192.168.182.221,20.207.70.99,0.481495
192.168.182.221,20.207.70.99,0.298846
192.168.182.221,20.207.70.99,0.443573
192.168.182.221,20.207.70.99,2.547850
192.168.182.221,20.207.70.99,0.480766
192.168.182.221,20.207.70.99,0.069562
192.168.182.221,20.207.70.99,1.455897
192.168.182.221,20.207.70.99,1.373688
192.168.182.221,20.207.70.99,1.627715
192.168.182.221,20.207.70.99,0.268229
192.168.182.221,20.207.70.99,0.230673
192.168.182.221,20.207.70.99,1.504117
192.168.182.221,20.207.70.99,3.268268
192.168.182.221,20.207.70.99,0.218369
192.168.182.221,20.207.70.99,4.759882
192.168.182.221,20.207.70.99,0.249977
192.168.182.221,20.207.70.99,4.751821
192.168.182.221,20.207.70.99,0.250026
192.168.182.221,20.207.70.99,0.629783
192.168.182.221,20.207.70.99,0.000776
192.168.182.221,20.207.70.99,0.000433
192.168.182.221,20.207.70.99,0.090708
192.168.182.221,20.207.70.99,4.046801
192.168.182.221,20.207.70.99,0.266213
192.168.182.221,20.207.70.99,4.736728
192.168.182.221,20.207.70.99,0.219165
192.168.182.221,20.207.70.99,0.501801
192.168.182.221,20.207.70.99,2.469516
192.168.182.221,20.207.70.99,1.798879
192.168.182.221,20.207.70.99,0.226883
192.168.182.221,20.207.73.85,0.129565
192.168.182.221,20.207.73.85,0.001651
192.168.182.221,20.207.73.85,0.154150
192.168.182.221,20.207.73.85,0.001117
192.168.182.221,20.207.73.85,0.000386
192.168.182.221,20.207.73.85,0.000438
192.168.182.221,20.207.73.85,0.083192
192.168.182.221,20.207.73.85,0.034145
192.168.182.221,20.207.73.85,0.241159
192.168.182.221,20.207.73.85,0.002602
192.168.182.221,20.207.73.85,1.141928
192.168.182.221,20.207.73.85,0.005333
192.168.182.221,20.207.73.85,30.049581
192.168.182.221,20.207.73.85,0.000191
192.168.182.221,20.207.73.85,0.093995
192.168.182.221,20.212.88.117,45.148568
192.168.182.221,20.43.185.14,0.706077
192.168.182.221,20.43.185.14,0.000342
192.168.182.221,20.43.185.14,0.151250
192.168.182.221,20.43.185.14,7.269418
192.168.182.221,20.43.185.14,0.000504
192.168.182.221,20.43.185.14,0.002589
192.168.182.221,20.43.185.14,0.000542
192.168.182.221,20.43.185.14,0.001598
192.168.182.221,20.43.185.14,0.00049
192.168.182.221,20.43.185.14,0.001685
192.168.182.221,20.43.185.14,0.000958
192.168.182.221,20.43.185.14,0.002553
192.168.182.221,20.43.185.14,0.000535
192.168.182.221,20.43.185.14,0.001209
192.168.182.221,20.43.185.14,0.000211
192.168.182.221,20.43.185.14,0.000907
192.168.182.221,20.43.185.14,0.000177
192.168.182.221,20.43.185.14,0.000705
192.168.182.221,20.43.185.14,0.000141
192.168.182.221,20.43.185.14,0.000937
192.168.182.221,20.43.185.14,0.000309
192.168.182.221,20.43.185.14,0.001014
192.168.182.221,20.43.185.14,0.000288
192.168.182.221,20.43.185.14,0.533536
192.168.182.221,20.43.185.14,0.014298
192.168.182.221,20.43.185.14,0.031388
192.168.182.221,20.43.185.14,0.020547
192.168.182.221,20.43.185.14,0.063145
192.168.182.221,20.43.185.14,0.093510
192.168.182.221,20.43.185.14,0.046748
192.168.182.221,20.43.185.14,0.034705
192.168.182.221,20.43.185.14,0.849480
192.168.182.221,20.43.185.14,0.910985
192.168.182.221,20.43.185.14,0.343909
192.168.182.221,20.43.185.14,18.356636
192.168.182.221,20.43.185.14,9.777778
192.168.182.221,20.43.185.14,0.823800
192.168.182.221,20.43.185.14,0.063520
192.168.182.221,20.43.185.14,4.252913
192.168.182.221,20.43.185.14,10.335166
192.168.182.221,20.43.185.14,0.757256
192.168.182.221,20.43.185.14,5.435988
192.168.182.221,20.43.185.14,7.838644
192.168.182.221,20.43.185.14,0.077257
192.168.182.221,20.43.185.14,0.171773
192.168.182.221,20.43.185.14,0.000189
192.168.182.221,20.43.185.14,0.000128
192.168.182.221,20.43.185.14,0.000168
192.168.182.221,20.43.185.14,0.069110
192.168.182.221,20.43.185.14,0.064239
192.168.182.221,20.43.185.14,0.009536
192.168.182.221,20.43.185.14,0.143804
192.168.182.221,20.43.185.14,0.919947
192.168.182.221,20.50.73.11,0.267854
192.168.182.221,20.50.73.11,0.001792
192.168.182.221,20.50.73.11,0.304743
192.168.182.221,20.50.73.11,0.000645
192.168.182.221,20.50.73.11,0.000723
192.168.182.221,20.50.73.11,0.001659
192.168.182.221,20.50.73.11,0.000743
192.168.182.221,20.50.73.11,0.02416
192.168.182.221,20.50.73.11,0.558401
192.168.182.221,20.50.73.11,0.059750
192.168.182.221,20.50.73.11,0.354866
192.168.182.221,20.50.73.11,0.000572
192.168.182.221,20.50.73.11,0.000336
192.168.182.221,20.50.73.11,0.434385
192.168.182.221,20.50.73.11,60.555453
192.168.182.221,20.50.73.11,0.258490
192.168.182.221,204.79.197.222,0.060187
192.168.182.221,204.79.197.222,0.000357
192.168.182.221,216.239.32.116,0.154008
192.168.182.221,216.239.32.116,0.002102
192.168.182.221,216.239.32.116,0.259361
192.168.182.221,216.239.32.116,0.020385
192.168.182.221,216.239.32.116,0.001055
192.168.182.221,216.239.32.116,0.000186
192.168.182.221,216.239.32.116,0.000138
192.168.182.221,216.239.32.116,0.000056
192.168.182.221,216.239.32.116,0.074136
192.168.182.221,216.239.32.116,0.000488
192.168.182.221,216.239.32.116,0.096963
192.168.182.221,216.239.32.116,0.003131
192.168.182.221,216.239.32.116,0.000064
192.168.182.221,216.239.32.116,45.059384
192.168.182.221,216.58.221.46,0.331418
192.168.182.221,23.218.244.122,0.103139
192.168.182.221,23.218.244.122,0.000509
192.168.182.221,239.255.255.250,0.000005
192.168.182.221,239.255.255.250,1.010692
192.168.182.221,239.255.255.250,0.000007
192.168.182.221,239.255.255.250,1.000617
192.168.182.221,239.255.255.250,0.000015
192.168.182.221,239.255.255.250,1.000951
192.168.182.221,239.255.255.250,0.000016
192.168.182.221,34.120.195.249,0.252985
192.168.182.221,34.120.195.249,0.159574
192.168.182.221,34.120.195.249,0.000533
192.168.182.221,34.120.195.249,0.793377
192.168.182.221,34.120.195.249,0.044017
192.168.182.221,34.120.195.249,0.008038
192.168.182.221,34.120.195.249,0.001762
192.168.182.221,34.120.195.249,0.098221
192.168.182.221,34.120.195.249,0.003520
192.168.182.221,34.120.195.249,0.000698
192.168.182.221,34.120.195.249,0.000610
192.168.182.221,34.120.195.249,0.000508
192.168.182.221,34.120.195.249,0.513911
192.168.182.221,34.120.195.249,0.027966
192.168.182.221,34.120.195.249,0.000998
192.168.182.221,34.120.195.249,0.000489
192.168.182.221,34.120.195.249,0.224858
192.168.182.221,34.120.195.249,0.001154
192.168.182.221,34.120.195.249,0.002440
192.168.182.221,34.120.195.249,0.518561
192.168.182.221,34.120.195.249,0.768961
192.168.182.221,34.120.195.249,0.000318
192.168.182.221,34.120.195.249,0.002149
192.168.182.221,34.120.195.249,0.000860
192.168.182.221,34.120.195.249,0.138562
192.168.182.221,34.120.195.249,0.000371
192.168.182.221,34.120.195.249,0.130512
192.168.182.221,34.120.195.249,0.000283
192.168.182.221,34.120.195.249,0.008682
192.168.182.221,34.120.195.249,0.001747
192.168.182.221,34.120.195.249,0.099629
192.168.182.221,34.120.195.249,0.399200
192.168.182.221,34.120.195.249,0.004195
192.168.182.221,34.120.195.249,0.274714
192.168.182.221,34.120.195.249,0.050067
192.168.182.221,34.120.195.249,0.006990
192.168.182.221,34.120.195.249,0.026434
192.168.182.221,34.120.195.249,0.275299
192.168.182.221,34.120.195.249,0.611341
192.168.182.221,34.120.195.249,42.160409
192.168.182.221,34.120.195.249,1.172125
192.168.182.221,35.241.11.240,45.048260
192.168.182.221,52.221.88.164,0.252578
192.168.182.221,52.221.88.164,0.136244
192.168.182.221,52.221.88.164,0.000163
192.168.182.221,52.221.88.164,0.002667
192.168.182.221,52.221.88.164,0.000677
192.168.182.221,52.221.88.164,0.179153
192.168.182.221,52.221.88.164,0.007282
192.168.182.221,52.221.88.164,0.002047
192.168.182.221,52.221.88.164,0.000114
192.168.182.221,52.221.88.164,0.000120
192.168.182.221,52.221.88.164,0.000127
192.168.182.221,52.221.88.164,0.006039
192.168.182.221,52.221.88.164,0.002903
192.168.182.221,52.221.88.164,0.000663
192.168.182.221,52.221.88.164,0.155153
192.168.182.221,52.221.88.164,0.000075
192.168.182.221,52.221.88.164,0.000179
192.168.182.221,52.221.88.164,0.000531
192.168.182.221,52.221.88.164,0.011661
192.168.182.221,52.221.88.164,0.005163
192.168.182.221,52.221.88.164,0.196325
192.168.182.221,52.221.88.164,0.001551
192.168.182.221,52.221.88.164,0.000887
192.168.182.221,52.221.88.164,0.018867
192.168.182.221,52.221.88.164,0.002555
192.168.182.221,52.221.88.164,0.135134
192.168.182.221,52.221.88.164,0.022748
192.168.182.221,52.221.88.164,0.006845
192.168.182.221,52.221.88.164,0.001664
192.168.182.221,52.221.88.164,0.000551
192.168.182.221,52.221.88.164,0.003029
192.168.182.221,52.221.88.164,0.001355
192.168.182.221,52.221.88.164,0.004975
192.168.182.221,52.221.88.164,0.003902
192.168.182.221,52.221.88.164,0.020617
192.168.182.221,52.221.88.164,0.020257
192.168.182.221,52.221.88.164,0.000881
192.168.182.221,52.221.88.164,0.097759
192.168.182.221,52.221.88.164,0.405536
192.168.182.221,52.221.88.164,28.870974
192.168.182.221,52.221.88.164,0.960586
192.168.182.221,52.221.88.164,0.019674
192.168.182.221,52.221.88.164,0.000131
192.168.182.221,52.221.88.164,0.112524
192.168.182.221,52.86.229.235,0.258344
192.168.182.221,52.86.229.235,0.723496
192.168.182.221,52.86.229.235,0.000849
192.168.182.221,52.86.229.235,0.019663
192.168.182.221,52.86.229.235,0.862331
192.168.182.221,52.86.229.235,0.005198
192.168.182.221,52.86.229.235,0.008772
192.168.182.221,52.86.229.235,0.002961
192.168.182.221,52.86.229.235,0.000062
192.168.182.221,52.86.229.235,0.071059
192.168.182.221,52.86.229.235,0.001965
192.168.182.221,52.86.229.235,0.880096
192.168.182.221,52.86.229.235,0.003462
192.168.182.221,52.86.229.235,0.052116
192.168.182.221,52.86.229.235,0.015612
192.168.182.221,52.86.229.235,0.000173
