src_ip,dst_ip,rtt
192.168.182.221,52.86.229.235,0.002189
192.168.182.221,52.86.229.235,0.410735
192.168.182.221,52.86.229.235,0.199674
192.168.182.221,52.86.229.235,0.333191
192.168.182.221,52.86.229.235,5.128403
192.168.182.221,52.86.229.235,0.000376
192.168.182.221,52.86.229.235,3.303399
192.168.182.221,52.86.229.235,0.000330
192.168.182.221,52.86.229.235,1.628835
192.168.182.221,52.86.229.235,3.556714
192.168.182.221,75.101.173.96,0.255860
192.168.182.221,75.101.173.96,0.732585
192.168.182.221,75.101.173.96,1.002509
192.168.182.221,91.108.56.135,0.288125
192.168.182.221,91.108.56.135,44.718003
192.168.182.221,91.108.56.135,0.176889
192.168.182.9,192.168.182.221,0.000847
192.168.182.9,192.168.182.221,2.557539
192.168.182.9,192.168.182.221,0.000601
192.168.182.9,192.168.182.221,0.207215
192.168.182.9,192.168.182.221,0.000433
192.168.182.9,192.168.182.221,0.082391
192.168.182.9,192.168.182.221,0.000871
192.168.182.9,192.168.182.221,0.026193
192.168.182.9,192.168.182.221,0.928360
192.168.182.9,192.168.182.221,0.001374
192.168.182.9,192.168.182.221,0.032378
192.168.182.9,192.168.182.221,1.21928
192.168.182.9,192.168.182.221,0.066238
192.168.182.9,192.168.182.221,0.015896
192.168.182.9,192.168.182.221,3.719233
192.168.182.9,192.168.182.221,0.000585
192.168.182.9,192.168.182.221,2.166589
192.168.182.9,192.168.182.221,0.001313
192.168.182.9,192.168.182.221,0.013887
192.168.182.9,192.168.182.221,0.673071
192.168.182.9,192.168.182.221,0.001061
192.168.182.9,192.168.182.221,0.004065
192.168.182.9,192.168.182.221,0.104090
192.168.182.9,192.168.182.221,0.005583
192.168.182.9,192.168.182.221,0.044998
192.168.182.9,192.168.182.221,1.041443
192.168.182.9,192.168.182.221,0.000948
192.168.182.9,192.168.182.221,0.000418
192.168.182.9,192.168.182.221,0.587737
192.168.182.9,192.168.182.221,0.002606
192.168.182.9,192.168.182.221,0.018953
192.168.182.9,192.168.182.221,0.003387
192.168.182.9,192.168.182.221,0.000563
192.168.182.9,192.168.182.221,0.035588
192.168.182.9,192.168.182.221,0.002783
192.168.182.9,192.168.182.221,0.000975
192.168.182.9,192.168.182.221,0.030332
192.168.182.9,192.168.182.221,0.014308
192.168.182.9,192.168.182.221,0.000843
192.168.182.9,192.168.182.221,0.000528
192.168.182.9,192.168.182.221,0.106569
192.168.182.9,192.168.182.221,0.00372
192.168.182.9,192.168.182.221,0.030371
192.168.182.9,192.168.182.221,0.051468
192.168.182.9,192.168.182.221,0.007914
192.168.182.9,192.168.182.221,0.000903
192.168.182.9,192.168.182.221,0.000167
192.168.182.9,192.168.182.221,0.003940
192.168.182.9,192.168.182.221,0.352183
192.168.182.9,192.168.182.221,0.011617
192.168.182.9,192.168.182.221,0.001620
192.168.182.9,192.168.182.221,0.111234
192.168.182.9,192.168.182.221,0.549208
192.168.182.9,192.168.182.221,0.007830
192.168.182.9,192.168.182.221,0.002559
192.168.182.9,192.168.182.221,2.019945
192.168.182.9,192.168.182.221,0.001348
192.168.182.9,192.168.182.221,0.001094
192.168.182.9,192.168.182.221,0.000769
192.168.182.9,192.168.182.221,0.00031
192.168.182.9,192.168.182.221,0.00052
192.168.182.9,192.168.182.221,0.038459
192.168.182.9,192.168.182.221,0.001242
192.168.182.9,192.168.182.221,0.007256
192.168.182.9,192.168.182.221,0.002346
192.168.182.9,192.168.182.221,0.345613
192.168.182.9,192.168.182.221,0.001249
192.168.182.9,192.168.182.221,0.075727
192.168.182.9,192.168.182.221,2.193336
192.168.182.9,192.168.182.221,0.001864
192.168.182.9,192.168.182.221,12.812017
192.168.182.9,192.168.182.221,0.036533
192.168.182.9,192.168.182.221,0.000925
192.168.182.9,192.168.182.221,2.621735
192.168.182.9,192.168.182.221,0.000547
192.168.182.9,192.168.182.221,0.691413
192.168.182.9,192.168.182.221,0.008986
192.168.182.9,192.168.182.221,0.001213
192.168.182.9,192.168.182.221,0.334704
192.168.182.9,192.168.182.221,0.003803
192.168.182.9,192.168.182.221,0.120008
192.168.182.9,192.168.182.221,0.002256
192.168.182.9,192.168.182.221,0.356577
192.168.182.9,192.168.182.221,0.001059
192.168.182.9,192.168.182.221,0.007107
192.168.182.9,192.168.182.221,0.003660
192.168.182.9,192.168.182.221,0.002310
192.168.182.9,192.168.182.221,0.204290
192.168.182.9,192.168.182.221,0.001037
192.168.182.9,192.168.182.221,0.049662
192.168.182.9,192.168.182.221,0.005669
192.168.182.9,192.168.182.221,0.025254
192.168.182.9,192.168.182.221,0.005813
192.168.182.9,192.168.182.221,0.066176
192.168.182.9,192.168.182.221,0.003201
192.168.182.9,192.168.182.221,0.001659
192.168.182.9,192.168.182.221,0.139412
192.168.182.9,192.168.182.221,0.002097
192.168.182.9,192.168.182.221,0.024346
192.168.182.9,192.168.182.221,0.600370
192.168.182.9,192.168.182.221,0.003305
192.168.182.9,192.168.182.221,0.066249
192.168.182.9,192.168.182.221,5.769435
192.168.182.9,192.168.182.221,0.005599
192.168.182.9,192.168.182.221,0.719283
192.168.182.9,192.168.182.221,0.000651
192.168.182.9,192.168.182.221,0.000806
192.168.182.9,192.168.182.221,0.023829
192.168.182.9,192.168.182.221,0.002762
192.168.182.9,192.168.182.221,0.017007
192.168.182.9,192.168.182.221,0.000790
192.168.182.9,192.168.182.221,0.008974
192.168.182.9,192.168.182.221,0.035446
192.168.182.9,192.168.182.221,0.018664
192.168.182.9,192.168.182.221,0.001696
192.168.182.9,192.168.182.221,0.465067
192.168.182.9,192.168.182.221,0.179824
192.168.182.9,192.168.182.221,0.147191
192.168.182.9,192.168.182.221,0.270199
192.168.182.9,192.168.182.221,0.002147
192.168.182.9,192.168.182.221,0.092540
192.168.182.9,192.168.182.221,0.061452
192.168.182.9,192.168.182.221,0.003037
192.168.182.9,192.168.182.221,0.103444
192.168.182.9,192.168.182.221,0.663148
192.168.182.9,192.168.182.221,0.001355
192.168.182.9,192.168.182.221,0.073949
192.168.182.9,192.168.182.221,0.146082
192.168.182.9,192.168.182.221,0.007378
192.168.182.9,192.168.182.221,0.085668
192.168.182.9,192.168.182.221,0.008031
192.168.182.9,192.168.182.221,0.000969
192.168.182.9,192.168.182.221,0.007647
192.168.182.9,192.168.182.221,0.001958
192.168.182.9,192.168.182.221,0.257226
192.168.182.9,192.168.182.221,0.318869
192.168.182.9,192.168.182.221,0.620972
192.168.182.9,192.168.182.221,0.000361
192.168.182.9,192.168.182.221,0.071976
192.168.182.9,192.168.182.221,0.001131
192.168.182.9,192.168.182.221,0.023804
192.168.182.9,192.168.182.221,0.139221
192.168.182.9,192.168.182.221,0.001798
192.168.182.9,192.168.182.221,0.049522
192.168.182.9,192.168.182.221,0.523838
192.168.182.9,192.168.182.221,0.009801
192.168.182.9,192.168.182.221,0.031864
192.168.182.9,192.168.182.221,0.200462
192.168.182.9,192.168.182.221,0.000751
192.168.182.9,192.168.182.221,0.082924
192.168.182.9,192.168.182.221,0.000716
192.168.182.9,192.168.182.221,0.359296
192.168.182.9,192.168.182.221,0.005626
192.168.182.9,192.168.182.221,0.001509
192.168.182.9,192.168.182.221,0.793799
192.168.182.9,192.168.182.221,0.004787
192.168.182.9,192.168.182.221,0.191535
192.168.182.9,192.168.182.221,0.015651
192.168.182.9,192.168.182.221,0.017185
192.168.182.9,192.168.182.221,2.163242
192.168.182.9,192.168.182.221,0.001333
192.168.182.9,192.168.182.221,0.498611
192.168.182.9,192.168.182.221,0.001466
192.168.182.9,192.168.182.221,0.324507
192.168.182.9,192.168.182.221,0.008436
192.168.182.9,192.168.182.221,0.001355
192.168.182.9,192.168.182.221,0.000102
192.168.182.9,192.168.182.221,0.000629
192.168.182.9,192.168.182.221,0.004107
192.168.182.9,192.168.182.221,0.003378
192.168.182.9,192.168.182.221,0.004648
192.168.182.9,192.168.182.221,0.001927
192.168.182.9,192.168.182.221,0.001636
192.168.182.9,192.168.182.221,0.000425
192.168.182.9,192.168.182.221,0.002214
192.168.182.9,192.168.182.221,0.001183
192.168.182.9,192.168.182.221,0.037825
192.168.182.9,192.168.182.221,0.355789
192.168.182.9,192.168.182.221,0.017686
192.168.182.9,192.168.182.221,0.014998
192.168.182.9,192.168.182.221,0.001739
192.168.182.9,192.168.182.221,0.085490
192.168.182.9,192.168.182.221,0.125880
192.168.182.9,192.168.182.221,0.001208
192.168.182.9,192.168.182.221,0.039788
192.168.182.9,192.168.182.221,0.016232
192.168.182.9,192.168.182.221,0.000723
192.168.182.9,192.168.182.221,0.009621
192.168.182.9,192.168.182.221,0.001932
192.168.182.9,192.168.182.221,0.146478
192.168.182.9,192.168.182.221,0.003924
192.168.182.9,192.168.182.221,0.187143
192.168.182.9,192.168.182.221,0.020018
192.168.182.9,192.168.182.221,0.446102
192.168.182.9,192.168.182.221,0.001236
192.168.182.9,192.168.182.221,0.003637
192.168.182.9,192.168.182.221,0.712886
192.168.182.9,192.168.182.221,0.003358
192.168.182.9,192.168.182.221,0.040492
192.168.182.9,192.168.182.221,0.001980
192.168.182.9,192.168.182.221,0.001089
192.168.182.9,192.168.182.221,0.633678
192.168.182.9,192.168.182.221,0.001205
192.168.182.9,192.168.182.221,0.004547
192.168.182.9,192.168.182.221,0.040491
192.168.182.9,192.168.182.221,0.041978
192.168.182.9,192.168.182.221,1.570754
192.168.182.9,192.168.182.221,0.600858
192.168.182.9,192.168.182.221,0.797794
192.168.182.9,192.168.182.221,0.003410
192.168.182.9,192.168.182.221,0.011117
192.168.182.9,192.168.182.221,0.109993
192.168.182.9,192.168.182.221,0.859991
192.168.182.9,192.168.182.221,0.004959
192.168.182.9,192.168.182.221,0.028858
192.168.182.9,192.168.182.221,0.767949
192.168.182.9,192.168.182.221,1.485599
192.168.182.9,192.168.182.221,0.003246
192.168.182.9,192.168.182.221,0.105421
192.168.182.9,192.168.182.221,0.007861
192.168.182.9,192.168.182.221,0.078452
192.168.182.9,192.168.182.221,0.026126
192.168.182.9,192.168.182.221,0.061846
192.168.182.9,192.168.182.221,0.943653
192.168.182.9,192.168.182.221,0.001436
192.168.182.9,192.168.182.221,0.000455
192.168.182.9,192.168.182.221,4.077035
192.168.182.9,192.168.182.221,0.000693
192.168.182.9,192.168.182.221,0.040253
192.168.182.9,192.168.182.221,2.160833
192.168.182.9,192.168.182.221,0.038476
192.168.182.9,192.168.182.221,0.001158
192.168.182.9,192.168.182.221,2.960819
192.168.182.9,192.168.182.221,0.399451
192.168.182.9,192.168.182.221,0.001638
192.168.182.9,192.168.182.221,0.000560
192.168.182.9,192.168.182.221,4.406778
192.168.182.9,192.168.182.221,0.003540
192.168.182.9,192.168.182.221,0.050086
192.168.182.9,192.168.182.221,8.410878
192.168.182.9,192.168.182.221,0.004089
192.168.182.9,192.168.182.221,0.041347
199.232.22.109,192.168.182.221,0.096512
199.232.22.109,192.168.182.221,0.001366
199.232.22.109,192.168.182.221,0.001180
199.232.22.109,192.168.182.221,0.017814
199.232.22.109,192.168.182.221,0.086394
199.232.22.109,192.168.182.221,0.002298
199.232.22.109,192.168.182.221,0.019506
199.232.22.109,192.168.182.221,0.048132
199.232.22.109,192.168.182.221,45.064125
20.198.119.84,192.168.182.221,45.697644
20.198.119.84,192.168.182.221,0.116506
20.198.119.84,192.168.182.221,0.001707
20.198.119.84,192.168.182.221,0.271567
20.198.119.84,192.168.182.221,0.007307
20.207.70.99,192.168.182.221,0.013830
20.207.70.99,192.168.182.221,0.008306
20.207.70.99,192.168.182.221,0.104447
20.207.70.99,192.168.182.221,0.002036
20.207.70.99,192.168.182.221,0.148840
20.207.70.99,192.168.182.221,0.005814
20.207.70.99,192.168.182.221,0.143766
20.207.70.99,192.168.182.221,0.000780
20.207.70.99,192.168.182.221,0.001447
20.207.70.99,192.168.182.221,0.000569
20.207.70.99,192.168.182.221,0.00172
20.207.70.99,192.168.182.221,0.043364
20.207.70.99,192.168.182.221,0.072134
20.207.70.99,192.168.182.221,0.014984
20.207.70.99,192.168.182.221,0.000693
20.207.70.99,192.168.182.221,0.014070
20.207.70.99,192.168.182.221,0.001036
20.207.70.99,192.168.182.221,0.001385
20.207.70.99,192.168.182.221,0.077665
20.207.70.99,192.168.182.221,0.004416
20.207.70.99,192.168.182.221,0.006557
20.207.70.99,192.168.182.221,0.000660
20.207.70.99,192.168.182.221,0.000427
20.207.70.99,192.168.182.221,0.000590
20.207.70.99,192.168.182.221,0.010039
20.207.70.99,192.168.182.221,0.000677
20.207.70.99,192.168.182.221,0.103241
20.207.70.99,192.168.182.221,0.005223
20.207.70.99,192.168.182.221,0.005170
20.207.70.99,192.168.182.221,0.000665
20.207.70.99,192.168.182.221,0.014739
20.207.70.99,192.168.182.221,0.001056
20.207.70.99,192.168.182.221,0.125153
20.207.70.99,192.168.182.221,0.001035
20.207.70.99,192.168.182.221,0.930552
20.207.70.99,192.168.182.221,0.054772
20.207.70.99,192.168.182.221,0.690005
20.207.70.99,192.168.182.221,0.013119
20.207.70.99,192.168.182.221,0.000373
20.207.70.99,192.168.182.221,0.102071
20.207.70.99,192.168.182.221,0.172033
20.207.70.99,192.168.182.221,0.212129
20.207.70.99,192.168.182.221,0.005053
20.207.70.99,192.168.182.221,0.010630
20.207.70.99,192.168.182.221,0.169564
20.207.70.99,192.168.182.221,1.690169
20.207.70.99,192.168.182.221,0.005275
20.207.70.99,192.168.182.221,0.004080
20.207.70.99,192.168.182.221,0.000730
20.207.70.99,192.168.182.221,0.240069
20.207.70.99,192.168.182.221,0.275537
20.207.70.99,192.168.182.221,1.41967
20.207.70.99,192.168.182.221,0.970095
20.207.70.99,192.168.182.221,2.102364
20.207.70.99,192.168.182.221,0.006156
20.207.70.99,192.168.182.221,0.219419
20.207.70.99,192.168.182.221,0.263751
20.207.70.99,192.168.182.221,0.099696
20.207.70.99,192.168.182.221,0.163920
20.207.70.99,192.168.182.221,1.379889
20.207.70.99,192.168.182.221,0.162845
20.207.70.99,192.168.182.221,2.601532
20.207.70.99,192.168.182.221,0.169654
20.207.70.99,192.168.182.221,0.158318
20.207.70.99,192.168.182.221,1.691811
20.207.70.99,192.168.182.221,3.143966
20.207.70.99,192.168.182.221,0.108967
20.207.70.99,192.168.182.221,0.063408
20.207.70.99,192.168.182.221,0.003700
20.207.70.99,192.168.182.221,1.671368
20.207.70.99,192.168.182.221,3.054079
20.207.70.99,192.168.182.221,0.032922
20.207.70.99,192.168.182.221,0.231905
20.207.70.99,192.168.182.221,0.000417
20.207.70.99,192.168.182.221,2.083591
20.207.70.99,192.168.182.221,0.039029
20.207.70.99,192.168.182.221,0.828546
20.207.70.99,192.168.182.221,0.273572
20.207.70.99,192.168.182.221,1.535706
20.207.70.99,192.168.182.221,0.000875
20.207.70.99,192.168.182.221,0.029737
20.207.70.99,192.168.182.221,0.213925
20.207.70.99,192.168.182.221,1.753517
20.207.70.99,192.168.182.221,2.918821
20.207.70.99,192.168.182.221,0.083700
20.207.70.99,192.168.182.221,0.245249
20.207.70.99,192.168.182.221,1.696866
20.207.70.99,192.168.182.221,3.018027
20.207.70.99,192.168.182.221,0.086541
20.207.70.99,192.168.182.221,0.327015
20.207.70.99,192.168.182.221,1.580694
20.207.70.99,192.168.182.221,0.774249
20.207.70.99,192.168.182.221,0.130067
20.207.70.99,192.168.182.221,2.087131
20.207.70.99,192.168.182.221,0.056061
20.207.70.99,192.168.182.221,0.259862
20.207.70.99,192.168.182.221,0.192116
20.207.70.99,192.168.182.221,0.375657
20.207.70.99,192.168.182.221,1.524839
20.207.70.99,192.168.182.221,0.372240
20.207.70.99,192.168.182.221,2.388426
20.207.70.99,192.168.182.221,0.040524
20.207.70.99,192.168.182.221,0.847329
20.207.70.99,192.168.182.221,0.523534
20.207.70.99,192.168.182.221,0.997210
20.207.70.99,192.168.182.221,0.565844
20.207.70.99,192.168.182.221,2.101457
20.207.70.99,192.168.182.221,0.066410
20.207.70.99,192.168.182.221,0.065608
20.207.70.99,192.168.182.221,1.602012
20.207.70.99,192.168.182.221,1.267017
20.207.70.99,192.168.182.221,0.120330
20.207.70.99,192.168.182.221,1.599633
20.207.70.99,192.168.182.221,0.128932
20.207.70.99,192.168.182.221,0.231438
20.207.70.99,192.168.182.221,1.640250
20.207.70.99,192.168.182.221,3.142256
20.207.70.99,192.168.182.221,0.217217
20.207.70.99,192.168.182.221,4.761336
20.207.70.99,192.168.182.221,0.238720
20.207.70.99,192.168.182.221,4.761707
20.207.70.99,192.168.182.221,0.239346
20.207.70.99,192.168.182.221,0.680653
20.207.70.99,192.168.182.221,0.001197
20.207.70.99,192.168.182.221,0.091760
20.207.70.99,192.168.182.221,3.993952
20.207.70.99,192.168.182.221,0.271704
20.207.70.99,192.168.182.221,4.736528
20.207.70.99,192.168.182.221,0.224787
20.207.70.99,192.168.182.221,0.643875
20.207.70.99,192.168.182.221,2.315006
20.207.70.99,192.168.182.221,1.807694
20.207.70.99,192.168.182.221,0.272636
20.207.70.99,192.168.182.221,4.225744
20.207.73.85,192.168.182.221,0.154999
20.207.73.85,192.168.182.221,0.001127
20.207.73.85,192.168.182.221,0.000529
20.207.73.85,192.168.182.221,0.000471
20.207.73.85,192.168.182.221,0.084055
20.207.73.85,192.168.182.221,0.000579
20.207.73.85,192.168.182.221,0.033494
20.207.73.85,192.168.182.221,0.040915
20.207.73.85,192.168.182.221,0.054225
20.207.73.85,192.168.182.221,0.14655
20.207.73.85,192.168.182.221,0.158079
20.207.73.85,192.168.182.221,0.977735
20.207.73.85,192.168.182.221,0.008701
20.207.73.85,192.168.182.221,0.000682
20.207.73.85,192.168.182.221,0.004451
20.207.73.85,192.168.182.221,30.049268
20.207.73.85,192.168.182.221,0.000525
20.207.73.85,192.168.182.221,0.094263
20.212.88.117,192.168.182.221,45.130466
20.43.185.14,192.168.182.221,0.118675
20.43.185.14,192.168.182.221,0.722533
20.43.185.14,192.168.182.221,0.018405
20.43.185.14,192.168.182.221,0.029793
20.43.185.14,192.168.182.221,0.039321
20.43.185.14,192.168.182.221,7.751218
20.43.185.14,192.168.182.221,0.014367
20.43.185.14,192.168.182.221,0.015879
20.43.185.14,192.168.182.221,0.005503
20.43.185.14,192.168.182.221,0.009674
20.43.185.14,192.168.182.221,0.020236
20.43.185.14,192.168.182.221,0.024098
20.43.185.14,192.168.182.221,0.028563
20.43.185.14,192.168.182.221,0.010630
20.43.185.14,192.168.182.221,0.039907
20.43.185.14,192.168.182.221,0.050189
20.43.185.14,192.168.182.221,0.004590
20.43.185.14,192.168.182.221,0.033593
20.43.185.14,192.168.182.221,0.012532
20.43.185.14,192.168.182.221,0.023520
20.43.185.14,192.168.182.221,0.010669
20.43.185.14,192.168.182.221,0.221489
20.43.185.14,192.168.182.221,0.000742
20.43.185.14,192.168.182.221,0.585451
20.43.185.14,192.168.182.221,0.898407
20.43.185.14,192.168.182.221,0.343635
20.43.185.14,192.168.182.221,18.355560
20.43.185.14,192.168.182.221,9.832934
20.43.185.14,192.168.182.221,0.163180
20.43.185.14,192.168.182.221,0.609902
20.43.185.14,192.168.182.221,0.058879
20.43.185.14,192.168.182.221,4.307947
20.43.185.14,192.168.182.221,0.110404
20.43.185.14,192.168.182.221,10.224372
20.43.185.14,192.168.182.221,0.758908
20.43.185.14,192.168.182.221,0.001686
20.43.185.14,192.168.182.221,5.433109
20.43.185.14,192.168.182.221,0.117644
20.43.185.14,192.168.182.221,7.720169
20.43.185.14,192.168.182.221,0.039459
20.43.185.14,192.168.182.221,0.039847
20.43.185.14,192.168.182.221,0.046458
20.43.185.14,192.168.182.221,0.114784
20.43.185.14,192.168.182.221,0.039082
20.43.185.14,192.168.182.221,0.105133
20.43.185.14,192.168.182.221,0.009520
20.43.185.14,192.168.182.221,0.005368
20.43.185.14,192.168.182.221,0.084594
20.43.185.14,192.168.182.221,0.973127
20.43.185.14,192.168.182.221,0.000678
20.50.73.11,192.168.182.221,0.309591
20.50.73.11,192.168.182.221,0.001316
20.50.73.11,192.168.182.221,0.000541
20.50.73.11,192.168.182.221,0.000862
20.50.73.11,192.168.182.221,0.001595
20.50.73.11,192.168.182.221,0.581967
20.50.73.11,192.168.182.221,0.408520
20.50.73.11,192.168.182.221,0.005895
20.50.73.11,192.168.182.221,0.253606
20.50.73.11,192.168.182.221,0.005693
20.50.73.11,192.168.182.221,0.094609
20.50.73.11,192.168.182.221,0.080590
20.50.73.11,192.168.182.221,60.813788
204.79.197.222,192.168.182.221,0.000525
204.79.197.222,192.168.182.221,0.000477
216.239.32.116,192.168.182.221,0.199197
216.239.32.116,192.168.182.221,0.017636
216.239.32.116,192.168.182.221,0.042206
216.239.32.116,192.168.182.221,0.002653
216.239.32.116,192.168.182.221,0.019292
216.239.32.116,192.168.182.221,0.000995
216.239.32.116,192.168.182.221,0.070284
216.239.32.116,192.168.182.221,0.005295
216.239.32.116,192.168.182.221,0.012997
216.239.32.116,192.168.182.221,0.051121
216.239.32.116,192.168.182.221,0.032642
216.239.32.116,192.168.182.221,0.003119
216.239.32.116,192.168.182.221,0.000796
216.239.32.116,192.168.182.221,0.050766
216.239.32.116,192.168.182.221,45.061758
23.218.244.122,192.168.182.221,0.000737
34.120.195.249,192.168.182.221,0.794099
34.120.195.249,192.168.182.221,0.050424
34.120.195.249,192.168.182.221,0.038264
34.120.195.249,192.168.182.221,0.006405
34.120.195.249,192.168.182.221,0.039070
34.120.195.249,192.168.182.221,0.017788
34.120.195.249,192.168.182.221,0.001570
34.120.195.249,192.168.182.221,0.445316
34.120.195.249,192.168.182.221,0.046988
34.120.195.249,192.168.182.221,0.008832
34.120.195.249,192.168.182.221,0.013924
34.120.195.249,192.168.182.221,0.002782
34.120.195.249,192.168.182.221,0.026278
34.120.195.249,192.168.182.221,0.001759
34.120.195.249,192.168.182.221,0.001219
34.120.195.249,192.168.182.221,0.224810
34.120.195.249,192.168.182.221,0.001660
34.120.195.249,192.168.182.221,0.438437
34.120.195.249,192.168.182.221,0.039351
34.120.195.249,192.168.182.221,0.329576
34.120.195.249,192.168.182.221,0.586863
34.120.195.249,192.168.182.221,0.014807
34.120.195.249,192.168.182.221,0.016978
34.120.195.249,192.168.182.221,0.005038
34.120.195.249,192.168.182.221,0.122918
34.120.195.249,192.168.182.221,0.008120
34.120.195.249,192.168.182.221,0.081646
34.120.195.249,192.168.182.221,0.001206
34.120.195.249,192.168.182.221,0.092500
34.120.195.249,192.168.182.221,0.584862
34.120.195.249,192.168.182.221,0.077289
34.120.195.249,192.168.182.221,0.002342
34.120.195.249,192.168.182.221,0.006777
34.120.195.249,192.168.182.221,1.631097
34.120.195.249,192.168.182.221,41.487055
34.120.195.249,192.168.182.221,1.171764
35.241.11.240,192.168.182.221,45.059533
52.221.88.164,192.168.182.221,0.182543
52.221.88.164,192.168.182.221,0.001757
52.221.88.164,192.168.182.221,0.007549
52.221.88.164,192.168.182.221,0.001299
52.221.88.164,192.168.182.221,0.000579
52.221.88.164,192.168.182.221,0.006332
52.221.88.164,192.168.182.221,0.002912
52.221.88.164,192.168.182.221,0.000474
52.221.88.164,192.168.182.221,0.154866
52.221.88.164,192.168.182.221,0.013009
52.221.88.164,192.168.182.221,0.004677
52.221.88.164,192.168.182.221,0.196060
52.221.88.164,192.168.182.221,0.001869
52.221.88.164,192.168.182.221,0.001554
52.221.88.164,192.168.182.221,0.016754
52.221.88.164,192.168.182.221,0.002025
52.221.88.164,192.168.182.221,0.001100
52.221.88.164,192.168.182.221,0.001559
52.221.88.164,192.168.182.221,0.134949
52.221.88.164,192.168.182.221,0.022277
52.221.88.164,192.168.182.221,0.000634
52.221.88.164,192.168.182.221,0.006738
52.221.88.164,192.168.182.221,0.001633
52.221.88.164,192.168.182.221,0.000640
52.221.88.164,192.168.182.221,0.002778
52.221.88.164,192.168.182.221,0.001434
52.221.88.164,192.168.182.221,0.002209
52.221.88.164,192.168.182.221,0.002937
52.221.88.164,192.168.182.221,0.000175
52.221.88.164,192.168.182.221,0.003666
52.221.88.164,192.168.182.221,0.020209
52.221.88.164,192.168.182.221,0.000486
52.221.88.164,192.168.182.221,0.000965
52.221.88.164,192.168.182.221,0.019123
52.221.88.164,192.168.182.221,0.000997
52.221.88.164,192.168.182.221,0.254676
52.221.88.164,192.168.182.221,0.200295
52.221.88.164,192.168.182.221,28.918184
52.221.88.164,192.168.182.221,0.959797
52.221.88.164,192.168.182.221,0.021363
52.221.88.164,192.168.182.221,0.112883
52.86.229.235,192.168.182.221,0.868307
52.86.229.235,192.168.182.221,0.000445
52.86.229.235,192.168.182.221,0.014108
52.86.229.235,192.168.182.221,0.004883
52.86.229.235,192.168.182.221,0.009166
52.86.229.235,192.168.182.221,0.003121
52.86.229.235,192.168.182.221,0.069965
52.86.229.235,192.168.182.221,0.882866
52.86.229.235,192.168.182.221,0.055047
52.86.229.235,192.168.182.221,0.013622
52.86.229.235,192.168.182.221,0.002531
52.86.229.235,192.168.182.221,0.412396
52.86.229.235,192.168.182.221,0.152691
52.86.229.235,192.168.182.221,0.333945
52.86.229.235,192.168.182.221,5.125556
52.86.229.235,192.168.182.221,4.982372
52.86.229.235,192.168.182.221,3.872073
75.101.173.96,192.168.182.221,1.002050
91.108.56.135,192.168.182.221,44.890895
